EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
133914183,Veba Trust For Union Employees Of Keyspan Corporation,156908301,59345927,164.4,62602057,0.76,turbulent
134009945,Veba Health Insurance Trust For Non Union Employees Of Keyspan,6092542,17132895,-64.44,-1662458,0.62,turbulent
134203614,Mascaro Family Foundation,315140,1170591,-73.08,205881,1.21,turbulent
134297571,Tc House Inc,53754,26074,106.15,-26269,0.46,uncategorized
135596743,American Mcall Association Inc,124462,89654,38.82,60771,0.56,turbulent
136042829,Saint Elizabeths Memorial Chapel,62023,42007,47.65,-53939,1.12,turbulent
136060248,Vera B David Estate Tr Uw,236869,189351,25.1,75508,0.53,turbulent
136060454,Hastings Foundation Tr,1514404,1475229,2.66,101690,0.89,turbulent
136060728,Miller School Of Albemarle Tr Uw 747714,148837,131203,13.44,-34168,0.43,weak_up
136060934,Michael M Shoemaker Estate Trust Uw 832881,332434,1361134,-75.58,-537485,1.06,turbulent
136062105,Mary Colgate Trust,7978,5747,38.8,-7293,1.18,turbulent
136062187,May Billington & George L Henderso N Scholarship Fund,13354,10515,26.99,-12084,0.7,turbulent
136062252,Trust Uw Rosalthea Judd,31077,19959,55.7,43193,0.91,turbulent
136062308,Trust W Frances M Wilson 211200,29785,20093,48.23,-30427,0.89,turbulent
136063390,Noteman Memorial Fund Trust,867766,823242,5.41,-463462,0.27,weak_up
136064123,Jacob L Reiss Foundation,314040,299797,4.75,239961,0.68,turbulent
136078241,William J Henderson Memorial Fund,28265,24228,16.67,-28552,0.81,turbulent
136078275,Columbia University Magonigle Fund,912145,1076044,-15.23,178681,0.9,turbulent
136078494,Margaret Voorhies Haggin Memorial Trust,2223606,1436256,54.82,708129,0.84,turbulent
136078515,Evangelical Theological Seminary Nect,8202,11512,-28.75,6280,0.54,turbulent
136078577,Anna H Huntington Trust 2 676560,655,730,-10.23,-14,0.94,turbulent
136078579,Archer M Huntington Trust No 7 676580,1966,4201,-53.19,-495,0.4,strong_momentum_down
136078580,Archer M Huntington Trust 8,1964,1466,33.99,-249,0.6,turbulent
136078582,Archer M Huntington Tr 2 676620,278840,193594,44.03,262325,0.52,turbulent
136078583,Archer M Huntington Charitable Tr A,462622,374077,23.67,215441,0.54,turbulent
136078584,Archer M Huntington Charit Trust B,335862,288728,16.32,118340,0.51,turbulent
136078586,Archer M Huntington No 4 676660,395,1860,-78.76,-237,0.55,turbulent
136078588,Archer M Huntington Trust 6 Nect,783,2210,-64.56,-93,0.45,strong_momentum_down
136078589,Archer M Huntington Trust 9,1064,2839,-62.52,-260,0.44,strong_momentum_down
136078590,Archer M Huntington Trust 10,569,1609,-64.63,-533,0.57,turbulent
136078591,Archer M Huntington Trust 11,685,1835,-62.63,-174,0.61,turbulent
136078592,Archer M Huntington Trust 12,638,1854,-65.59,-424,0.62,turbulent
136078615,Adrian H Jackson Charitable Trust Nect,513759,453202,13.36,220337,0.77,turbulent
136078616,Peter A H & Esther H Jackson Memorial Tr 683180,103806,76026,36.54,-88195,0.87,turbulent
136078699,Kurzman Fund,20909,17503,19.46,-19724,0.99,turbulent
136078706,Latham Foundation For Promotion Humane Education,192574,196843,-2.17,31556,0.61,turbulent
136078791,Norumbega Fund,17431,17306,0.72,14601,0.74,turbulent
136079189,Poor Clare Monastery No 1 791500,241731,62771,285.1,-113818,0.83,turbulent
136079334,J Clawson Mills Charitable Trust,466781,344468,35.51,152820,0.54,turbulent
136079388,Estate Of George P Wakefield Residuary Trust,303605,147446,105.91,-21696,0.46,uncategorized
136079646,Hon Charles Tremain Memorial Trust Nect,151202,115087,31.38,-131278,0.86,turbulent
136080076,Community Service Society Of Ny 2 459640,74328,36971,101.04,93219,0.67,turbulent
136080307,Brookgreen Gardens,10672,8329,28.13,-9709,0.68,turbulent
136080396,Church Of Reconciliation St Marks Church,2039,1704,19.7,1630,1.04,turbulent
136080425,John B Colgan Charitable Trust 566640,73411,59466,23.45,-64487,0.83,turbulent
136080615,Charles J Dunlap Endowment Fund,9,11,-22.86,10,1.73,turbulent
136080616,Charles J Dunlap Memorial Trust Fd,1417,1111,27.5,1051,0.43,strong_momentum_up
136080630,American Waldensian Aid Society No 1,6478,4203,54.14,688,0.59,turbulent
136080631,American Waldensian Aid Society 2 A C 451150,154174,78563,96.24,223922,0.75,turbulent
136080688,Community Service Society Of Ny No 1,64111,32527,97.1,86265,0.7,turbulent
136080788,Emily Howland Chauncey Tr Fund,4124,2416,70.66,5619,0.87,turbulent
136080826,Bayard Cutting Arboretum Endowment Fund,1255157,829500,51.31,52987,0.49,strong_momentum_up
136081054,First Presbyterian Church Of Amenia N Y,25725,12774,101.38,34887,0.71,turbulent
136081300,St Thomas Episcopal Church Of Amenia Ny 489450,39942,19823,101.49,54309,0.71,turbulent
136081307,Seamons Church Institute Of New York,13569,8951,51.59,19037,0.7,turbulent
136081595,National Society For Prevention Of Blindness 482910,18772,9773,92.09,26356,0.71,turbulent
136081599,New York City Mission Society No 1,4871,8277,-41.15,6634,0.99,turbulent
136081600,New York City Mission Society No 2,31466,48157,-34.66,41877,1.05,turbulent
136081601,New York City Mission Society No 3 483250,318625,656261,-51.45,186504,0.95,turbulent
136081620,Philharmonic Symphony Soc M L Pope Fund 485750,182824,100945,81.11,257740,0.76,turbulent
136081724,The Lighthouse 767290,32425,14616,121.84,43367,0.74,turbulent
136093185,United States Steel Foundation Inc,203636,639030,-68.13,-18553,0.92,turbulent
136114412,Isabel K Benjamin Trust,21885,17806,22.91,-18418,0.88,turbulent
136127562,T/W Mary E Van Orden Par 8 Nect,390,546,-28.6,260,0.99,turbulent
136136712,Trinitas Hospital Trust,11471,9108,25.95,-9852,0.88,turbulent
136136752,Huntington Hospital 676770,33574,31867,5.36,-16478,0.72,turbulent
136136775,Leland Trust For Charitable Purposes,294292,238705,23.29,99480,0.88,turbulent
136136785,Middlebury College Jean T Fulton Mem Fd 746150,83444,65566,27.27,-72339,0.92,turbulent
136136787,New Rochelle Hospital 1 766970,8604,7261,18.5,-7369,0.9,turbulent
136136788,New Rochelle Hospital 2,14639,10182,43.77,-12271,0.92,turbulent
136136789,New York University 767380,4757,3339,42.49,-4243,0.94,turbulent
136136800,St Johns In The Wilderness Trust,10944,7796,40.38,15790,0.63,turbulent
136136801,St Lukes Church East Hampton,25423,11332,124.34,34282,0.74,turbulent
136136802,Charles E Sampson Memorial Fund 819350,34594,19685,75.74,-40045,1.21,turbulent
136136805,Sheltering Arms Chldrns Serv E Gould Fd,38151,17453,118.59,52331,0.74,turbulent
136136824,Trinity Church Saugerties New York,7524,10640,-29.29,1424,0.46,uncategorized
136136838,Worlds Student Christian Federation Trust 894120,5182,4376,18.41,-3273,0.92,turbulent
136143215,State University Of New York Downstate Medical Center Tr Alu,207072,146538,41.31,-75763,0.27,uncategorized
136161381,Dean S Edmonds Foundation,224008,145493,53.97,85337,0.58,turbulent
136166211,Middlebury College John H Fulton Mem Foundation,58572,46696,25.43,-53170,1.13,turbulent
136186252,Thomas Leavitt Trust Uw Fbo 799500,1742,1375,26.63,-1037,0.89,turbulent
136188105,Agatha A Durland Trust Uw,94859,97513,-2.72,61313,0.59,turbulent
136210809,Grace F Lamb Trust A,988112,564681,74.99,23851,0.94,turbulent
136210810,Grace F Lamb Trust B,844884,433387,94.95,13797,0.95,turbulent
136217840,Middlebury College Fulton Lecture Fund Nect,43166,33033,30.67,-37203,0.89,turbulent
136263395,Elizabeth Hull Kate Warriner Award 473720,6807,6076,12.03,-5151,0.76,turbulent
136265759,C J Devine Charitable Trust,64639,56616,14.17,45466,1.21,turbulent
136271424,Trust U/Art Fourth B O/W/D Reuben B Crispell,7020,4121,70.34,-7742,1.11,turbulent
136274089,Gustavus Adolphus Lutheran Church 469680,36124,28266,27.8,-32601,0.67,turbulent
136294990,Frederick P & Eva I Dewitt Charitable Trust 461990,150208,74789,100.84,177065,0.65,turbulent
136331580,Herman T Hopper Trust Empire National Bank Trustee,2429,782,210.7,1461,0.97,turbulent
136332693,New York Lung Association,52788,25141,109.97,63023,0.86,turbulent
136350175,Theresa And Edward Otoole Foundation,5050781,1381712,265.55,-19710,1.52,turbulent
136360686,Trustees Masonic Hall And Asylum Fund,116083,115243,0.73,68040,0.53,turbulent
136362591,Girl Scouts Of Amer Suff Cnty Tr,84910,95938,-11.49,86441,0.38,weak_down
136364397,Shriners Fd Crippled Children U W N,630945,589224,7.08,399382,0.4,weak_up
136364398,The Y M C A Of Long Island 49992,152854,88726,72.28,120098,0.44,strong_momentum_up
136370888,Boy Scouts Of America Suffolk County Tr,161900,185360,-12.66,142456,0.41,weak_down
136370889,Brookhaven Memorial Hospital Trust 455900,281025,231366,21.46,145365,0.35,strong_momentum_up
136557352,Ceceila W Dykstra Test Tr Uw Fbo Maurice Branham & H Cushman Etal,68059,44889,51.62,-54901,0.86,turbulent
136633814,John Ben Snow Memorial Tr,2504277,1777429,40.89,804613,0.52,turbulent
136711457,Harriett Peck Tuw Charitable Trust,258539,171140,51.07,134600,0.62,turbulent
136724459,Sarah I Schiefflin Resid Tr,1418623,884164,60.45,-411430,0.38,uncategorized
136734265,Trust U/W Carl Otto Vonkienbusch A/B/O Philadelphia Museum Of Art,48321,36701,31.66,19586,0.41,strong_momentum_up
136740293,Valley Zoological Society Endowment Trust,119358,65466,82.32,97481,0.75,turbulent
136753033,Peggy N & Roger G Gerry Charitable Trust,1795245,1408725,27.44,16132,0.57,turbulent
136772877,Edward R Tinker Charitable Tr Ua 1957,748457,400290,86.98,-267034,0.45,uncategorized
136793285,Horsey Thomas C Fbo Charities Md Tr,24363,19833,22.84,16313,0.63,turbulent
136838913,A Somers Gardner Trust Uw,95094,75554,25.86,-85066,0.71,turbulent
136839054,Warc Nystate Assn Trust 877401,35643,39495,-9.75,-27327,0.82,turbulent
136840999,Dubose & Dorothy Heyward Memorial Fund,1385449,1470984,-5.81,-167313,0.27,weak_down
136882400,The J H Fulton J T Fulton And A H Fulton Memorial Fund For Educatnl,1792934,1576275,13.74,926861,0.44,weak_up
136893488,Phyllis L Reed Trust,601271,133279,351.14,-105811,1.78,turbulent
136935915,Eugene J & Gloria E Sullivan Schol Arship Fund,128428,25514,403.35,-293104,1.78,turbulent
136967594,Ronald W Duncan Tr Fbo Harvey School,74530,42671,74.66,10964,0.61,turbulent
136967609,Ferriday Fund Charitable Tr,906760,615375,47.35,20687,0.42,strong_momentum_up
136967610,J R Hyde Jr Scholarship Fund,1406692,998402,40.89,-700458,0.45,uncategorized
136967611,Emma C Williams Memorial Tr Fbo Cowneck Peninsula Hist Society,36688,24010,52.8,14969,1.04,turbulent
136968427,Kinney Memorial Foundation,419987,463984,-9.48,60593,0.58,turbulent
136978266,Rosalind W Alcott Yeshiva Tr Ua,105049,70106,49.84,129534,0.76,turbulent
136988286,Pfizer Retiree Medical Plan,61699578,35829587,72.2,-60277669,0.7,turbulent
136988456,Dr Joseph N Nathanson Ctr At Mcgill,192639,162082,18.85,119640,0.65,turbulent
137001906,Von Seebeck Shr B Charitable Tr,64565,86363,-25.24,26126,0.47,uncategorized
137027222,Gorilowich Family Foundation,444631,262570,69.34,-355080,0.48,uncategorized
137072894,Carl Zeiss Inc Health & Welfare Veba Plan Trust,366,3846871,-99.99,-322,0.93,turbulent
137079079,The Shulsky Foundation,37924,781858,-95.15,-113769,0.89,turbulent
137086745,Allene Reuss Memorial Fund Tr,1266948,977483,29.61,81260,0.47,strong_momentum_up
137086746,D B Kraft Trust Fbo,109448,87643,24.88,55427,0.51,turbulent
137086747,Dorothy B Kraft Trust Uw Fbo,401336,286125,40.27,-298440,0.56,turbulent
137086748,D B Kraft Tr Fbo Christ Episcopal Church Of Ridgewood Nj,43401,34152,27.08,-37674,0.95,turbulent
137114025,The Irene & Carroll Rheinstrom Fund,377811,520048,-27.35,272948,0.52,turbulent
137117658,Dixon Comstock Scholarship Fund Tr,719638,326774,120.22,-90336,0.68,turbulent
137146273,Fima Fidelman Charitable Tr,158833,107614,47.59,77357,0.58,turbulent
137155996,Betty Byrne De Zahara Charitable Tr Ua 12231997,201470,163846,22.96,108632,0.43,strong_momentum_up
137161849,Brewster Presbyterian Church Charitable Tr,9652,5832,65.48,-11406,1.0,turbulent
137161850,Putnam Hospital Center Charitable Tr,54226,46057,17.74,-50817,0.97,turbulent
137166339,Boardman Fam Foundation,854701,1214693,-29.64,-16879,0.95,turbulent
137174711,Irene And Carroll Rheinstrom Fund B,651772,699388,-6.81,292086,0.56,turbulent
137206444,Jill & Jayne Franklin Charitable Tr Ua,134698,73563,83.11,-85979,0.78,turbulent
137209332,Milton Tenenbaum Charitable Foundation,107308,83779,28.08,-72862,0.45,uncategorized
137221515,Rosa C & Henry A Sauter Scholarship Fund,58060,50232,15.58,-23584,0.53,turbulent
137258003,Edwin W Dixon Mary E Dixson Julia D Comstock Helen B Comstock,209039,120892,72.91,-28710,0.65,turbulent
137290614,Bie Family Foundation Tr 450025,196115,138728,41.37,41738,0.48,strong_momentum_up
137384132,Ben F Bryer A C,692627,234577,195.27,-174946,1.08,turbulent
137421870,Gershinowitz Memorial Fund,432759,198650,117.85,-124299,0.56,turbulent
137436765,Griffith Foundation,1777614,305528,481.82,-2999328,1.17,turbulent
137608266,Stephen & Margaret Tse Charitable Tr,104924,80469,30.39,15590,0.58,turbulent
141839580,Richard L And Virginia M Fischer Foundation,17238,46853,-63.21,-24067,0.8,turbulent
141871129,Allegheny Council To Improve Our Neighborhoods Housing Incorporated,129425,100834,28.35,-102527,0.31,uncategorized
141905430,Central Outreach Resource And Referral Center,393478,293139,34.23,111179,0.21,strong_momentum_up
141911831,Icahd Usa,123749,126483,-2.16,-48098,0.66,turbulent
141942636,Melting Pot Ministries,573521,330496,73.53,380397,0.56,turbulent
141970450,Haiti H2 O,168251,118497,41.99,56513,0.23,strong_momentum_up
141994641,Wabtec Foundation,2317659,359560,544.58,-2336149,1.27,turbulent
146016200,Mary Bergen Estate Vassar Hospital Trust,5935,4447,33.47,-4976,0.73,turbulent
146016201,Mary Bergen Estate Reformed Church Trust,100211,79465,26.11,-89858,0.72,turbulent
146019332,First Congregational Church,26825,19229,39.5,-22511,1.02,turbulent
146019929,Abram Elmendorf Estate Charitable Tr C 2460,77589,67129,15.58,-49904,0.64,turbulent
146019932,Mary Jane Wiggan Trust Uw Fbo Spca,4363,2984,46.2,-3715,0.8,turbulent
146022673,Bertha Mathews Estate West Shokan Baptist Church Trust,5615,4304,30.48,-4699,0.68,turbulent
146023731,F & M Smith School Fund Trust,14638,10862,34.76,-12520,0.88,turbulent
146034018,Melzingah Chapter D A R 743079,10543,20378,-48.26,-9227,0.8,turbulent
146109589,I Wilcox Est Rowe Church Trust,41580,45081,-7.77,-48703,1.14,turbulent
146111155,Union African Methodist Church 867850,236,229,2.76,258,0.72,turbulent
160743226,Upmc Chautauqua At Wca,133447283,102979632,29.59,46548303,0.18,strong_momentum_up
161457001,Cornell Medical Benefits Tr,26802510,30713112,-12.73,-68738847,1.29,turbulent
161466808,Yvar Mikhashoff Trust For Music,8406,13752,-38.87,-2690,0.92,turbulent
161658105,East Pittsburgh Commons Inc,66636,72475,-8.06,20545,0.09,weak_down
161680512,Phase 4 Learning Center Inc,3398839,2829978,20.1,1013165,0.21,strong_momentum_up
161711544,Schenley Heights Collaborative,133926,248766,-46.16,200362,1.99,turbulent
161739329,Heavens Family,3050250,2771275,10.07,-437919,0.26,weak_up
166031983,Olean High School Sackett Scholarship,2210,1806,22.39,1685,1.28,turbulent
166031985,Forestville Sackett Scholarship Fund Trust,846,749,12.89,-780,0.72,turbulent
166032562,Sackett Archbishop Walsh Scholarship Tr,1512,2358,-35.87,1269,0.88,turbulent
166057546,John H & Emma P Van Gorden Trust 10153029004,16960,14216,19.3,-12662,0.75,turbulent
166118934,Waldorf Schools Of North America,177209,217259,-18.43,35727,0.4,weak_down
166188192,Bertha Sherwood Hopper Memorial Tr,203,93,117.44,106,0.98,turbulent
200011194,Group Against Smog And Pollution Inc,345525,346463,-0.27,-86615,0.26,stable
200059836,Qeqchi Partners Inc,133160,118518,12.35,-15874,0.46,weak_up
200063447,Reliable Payee Services Inc,437401,405284,7.92,93820,0.13,weak_up
200097140,Foundation For The Autoimmunity Institute,13557,98384,-86.22,-30862,1.59,turbulent
200114753,Rankin Christian Center,3695842,3572968,3.44,324133,0.22,stable
200246423,Allegheny Council To Improve Our Neighborhood Housing Incorporated,101003,93349,8.2,10433,0.08,weak_up
200278267,Sea D Charitable Foundation,144180,38425,275.22,344778,1.6,turbulent
200284018,American Case Management Assoc Western Pennsylvania Chapter,4017,16094,-75.04,8899,0.51,turbulent
200381460,Edgewood Volunteer Fire Department,96336,57181,68.47,-47490,0.34,uncategorized
200396106,Tash,1193579,762489,56.54,-569724,0.35,uncategorized
200399601,School Facility Development Inc,2328587,3128128,-25.56,-1843678,0.3,strong_momentum_down
200428240,Allegheny Council To Improve Our Neighborhood Housing Incorporated,126314,90531,39.53,-35545,0.29,uncategorized
200442197,Secoro Foundation Inc,12139,11794,2.92,-595,1.3,turbulent
200508764,Special Metals Corporation Hourly Retiree Benefits Tr,7425665,5436297,36.59,-2205303,0.36,uncategorized
200515933,Allegheny Force Football Club,402264,232901,72.72,94802,0.59,turbulent
200525110,Kraus Family Foundation,62270,355936,-82.51,44610,2.37,turbulent
200556990,Fswp Gl Iv Inc,121148,99789,21.4,9507,0.17,strong_momentum_up
200557748,Wireless Neighborhoods,1546644,1677098,-7.78,-338366,0.2,weak_down
200593113,Propel Charter Schools   East,7234014,6040214,19.76,81308,0.14,weak_up
200602699,Propel Charter School Mckeesport,6609944,5857622,12.84,1543712,0.31,weak_up
200602743,Propel Charter School   Montour,15395160,9341138,64.81,2511852,0.48,strong_momentum_up
200645829,Acculturation For Justice Access & Peace Outreach Ajapo,990681,626779,58.06,1012675,0.6,turbulent
200672805,Passavant Memorial Homes I Inc,62129,49036,26.7,-659,0.2,uncategorized
200672875,Passavant Memorial Homes Ii Inc,54763,41660,31.45,-1894,0.15,uncategorized
200734213,Pittsburgh Metropolitan Area Hispanic Chamber Of Commerce,44728,73974,-39.54,18375,0.42,uncategorized
200734226,Pittsburgh Metropolitan Area Hispanic Chamber Of Commerce Found,115336,74474,54.87,127960,0.62,turbulent
200856165,Howard And Maxine Bernstein Family Foundation Inc,91977,45853,100.59,119650,0.67,turbulent
200886106,Tri State Association Of Physicians Of Indian Origin,31039,42807,-27.49,29841,0.61,turbulent
201066102,New Hazlett Center For The Performing Arts,1232091,1234993,-0.23,-165280,0.33,stable
201100962,Propel Schools Foundation,1625351,2352764,-30.92,1398424,0.36,uncategorized
201109879,Beatrice S Schutte Foundation,6160,8351,-26.24,1014,0.24,uncategorized
201163755,Squirrel Hill Health Center,9676190,7394381,30.86,1827159,0.43,strong_momentum_up
201203429,Veba For Retirees Of Kaiser Aluminum,26770581,64653972,-58.59,-1357672,0.87,turbulent
201218432,Gnc Live Well Foundation,735883,1348330,-45.42,1015603,0.99,turbulent
201233020,Western Regional Ems Inc,225219,227259,-0.9,6980,0.23,stable
201274438,Gracecenter Inc,23633,4000,490.73,17193,1.33,turbulent
201331146,Pennsylvania Distance Learning Charter School,21048738,11723170,79.55,10143161,0.69,turbulent
201362043,Ellen Perlow Kessler Charitable Foundation,488989,124800,291.82,-75830,1.17,turbulent
201424418,Bethany House Academy,107652,349674,-69.21,-391,0.44,strong_momentum_down
201447303,Williams Family Foundation,239961,165518,44.98,9080,0.3,strong_momentum_up
201535826,Russell I & Jeanne M Scholarship Fund,2739,4954,-44.71,2139,0.44,uncategorized
201584277,Pittsburgh Jewish Pre Kindergarten Educational Improvement Foundation,745320,833591,-10.59,-100405,0.25,weak_down
201653325,Baldwin Football Parents Club Inc,45852,61658,-25.64,56735,0.4,uncategorized
