EIN,ORG_NAME,REV_2019,REV_2020,REV_2021,REV_2022,REV_2023,CAGR,VOLATILITY,YEARS_UP,YEARS_DOWN,PEAK_YEAR,TROUGH_YEAR,REBOUND_RATE
046501248,Konrad Frederiksen Tr Fbo Norwegian Christian Home 32 9033560200,1570.0,8927.0,40798.0,-4214.0,,,20085.0,2,1,2021,2022,
046501327,Grace C Thomas Char Tr Fbo Society For The Propagation Of The Faith,102582.0,20582.0,65656.0,4973.0,,,44322.0,1,2,2019,2022,
046508649,Benjamin & Ethel Andrews,49741.0,15863.0,44515.0,-1005.0,,,24027.0,1,2,2019,2022,
046509165,Jobray Family Charitable Trust,52718.0,59160.0,134245.0,91777.0,,,37326.0,2,1,2021,2019,
046509333,John B Moran Marion M Moran & Esther M Sholkin Memorial Trust,51642.0,13549.0,42116.0,-851.0,,,24439.0,1,2,2019,2022,
046509334,Marion M Moran Tr 0805102,31470.0,7852.0,24026.0,237.0,,,14359.0,1,2,2019,2022,
046526905,Albert M Larson Tr 8819,45576.0,4192.0,8618.0,11778.0,,,18947.0,2,1,2019,2020,
046530269,Esther T Anderson Tr Fbo Regents Of Univ Of Minn 9544020,57993.0,30433.0,48538.0,-4757.0,,,27678.0,1,2,2019,2022,
046530270,Esther T Anderson Tr 0954403,53522.0,5118.0,14935.0,709.0,,,24047.0,1,2,2019,2022,
046530273,Esther T Anderson Tr Fbo Colorado Boys Ranch Foundation,20752.0,5863.0,4311.0,187.0,,,8975.0,0,3,2019,2022,
046530274,Esther T Anderson Tr 3 Fob Esther T & Cecil H Anderson,47848.0,13059.0,9978.0,5905.0,,,19324.0,0,3,2019,2022,
046532158,V L & Aimee Becker Mem Fund,28864.0,6228.0,15992.0,437.0,,,12440.0,1,2,2019,2022,
046580695,Raymond & Laura Fallona Charitable Foundation,257390.0,240461.0,834711.0,312916.0,,,283919.0,1,2,2021,2020,
046609558,Ohio Masonic Home Albert C Hessler,27985.0,8951.0,27040.0,25.0,,,13789.0,1,2,2019,2022,
046620753,The June M Von Gruenigen Memorial Fund,17822.0,15034.0,38482.0,-1593.0,,,16441.0,1,2,2021,2022,
046621260,Shriners Hospital For Crippled Children Tr 2225 02,54557.0,10799.0,32876.0,-245.0,,,24315.0,1,2,2019,2022,
046682131,Wartburg Home Tr 2787 01,26885.0,5703.0,14047.0,6497.0,,,9817.0,1,2,2019,2020,
046757486,William J & Christina R Wrighton Tr 4284 11,86533.0,96320.0,591614.0,-147017.0,,,310893.0,2,1,2021,2022,
046774159,Mary A & Richard J Qualter Fund,73913.0,9434.0,31125.0,13994.0,,,29387.0,1,2,2019,2020,
046792052,Berlin & Wisch Endowment Tr 0234700,26231.0,6029.0,18684.0,-988.0,,,12255.0,1,2,2019,2022,
046793964,Laurelia M Clifford Irrv Tr 0157400,20245.0,10819.0,28016.0,-2706.0,,,13224.0,1,2,2021,2022,
046793966,Mabelle O Baldwin Irrv Tr 0258400,102627.0,9359.0,50699.0,-6337.0,,,48714.0,1,2,2019,2022,
046874900,David And Margaret Engel Family Foundation,14940.0,6095.0,49183.0,14027.0,,,19164.0,1,2,2021,2020,
046905997,Grandin Family Foundation Tr,36093.0,26082.0,36284.0,27293.0,,,5508.0,1,2,2021,2020,
046926918,Helen Norton Tr U Ind Fbo Wellesley College 10114857005,,14329.0,18848.0,57366.0,-3332.0,,25567.0,2,1,2022,2023,
050558703,Infragard National Members Alliance Inc,92020.0,,,,,,,0,0,2019,2019,
050583053,Ben Franklin Pto,59823.0,,14634.0,62660.0,63379.0,(1.45+0j),23710.0,2,0,2023,2021,333.09
050614996,Baldwin Whitehall Friends Of The Theater Arts,7301.0,8441.0,3139.0,4884.0,9025.0,(5.44+0j),2484.0,3,1,2023,2021,187.51
056131502,Mary A Barker Memorial Fund,,4643210.0,491668.0,2124711.0,249545.0,,2023284.0,1,2,2020,2023,0.0
056147571,Virginia M Berardino Charitable Tr,,1450.0,10324.0,18280.0,-544.0,,8669.0,2,1,2022,2023,
061699332,Neighbors In The Strip Inc,85724.0,40609.0,47770.0,47387.0,,,20500.0,1,2,2019,2020,
061714498,Mckees Rocks Community Development Corp,617566.0,745744.0,980165.0,1903335.0,,,580827.0,3,0,2022,2019,
061781422,Mckeesport Tiger Band And Orchestra Boosters,65058.0,62783.0,31969.0,47180.0,41628.0,(-10.56+0j),14079.0,1,3,2019,2021,30.21
061800223,Vincentian Child Development Center,1463154.0,1021669.0,1154938.0,2016068.0,,,441942.0,2,1,2022,2020,
061826952,Mcgonigle Family Foundation Incorporated,83678.0,76673.0,77258.0,54850.0,,,12583.0,1,2,2019,2022,
066051671,Millmont Foundation,,25200.0,24984.0,36126.0,23163.0,,5910.0,1,2,2022,2023,0.0
066186996,H Arnold Jackson Tr Fbo Greenwich Boys Club,,21361.0,19481.0,77544.0,-12339.0,,37370.0,1,2,2022,2023,
066225265,The Harold G Van Oort Memorial Endowment Fund,51421.0,43066.0,132273.0,88071.0,,,40710.0,1,2,2021,2020,
066398458,Eversource Energy Services Company Non Union Ret Health Combined,17938577.0,5582692.0,2241139.0,479724.0,,,7875055.0,0,3,2019,2022,
066530533,Kip K Crist Fbo Friends Of Mount Hamron,138640.0,31335.0,87061.0,1731.0,,,60678.0,1,2,2019,2022,
066530597,Kip Kelso Crist Fbo Dspa,,,11179.0,278.0,,,7708.0,0,1,2021,2022,
113295557,Marc A Somberg Memorial Foundation,21809.0,10702.0,25459.0,34982.0,,,10034.0,2,1,2022,2020,
113643210,Envisage Life,4129274.0,4406027.0,6296122.0,5040116.0,,,964086.0,2,1,2021,2019,
113666054,Alleghenny Council To Improve Out Neighborhoods Housing Inc,,958949.0,60448.0,292098.0,,,466486.0,1,1,2020,2021,
113694315,Portiuncula Foundation Of The Sisters Of St Francis Of The Neuma,314481.0,112441.0,339597.0,290696.0,123451.0,(-20.85+0j),109336.0,1,3,2021,2020,9.79
113708851,University Of Pittsburgh And Upmc Medical And Health Sciences Fdn,11590213.0,13512280.0,12874250.0,13108322.0,,,830301.0,2,1,2020,2019,
113761071,Eliza C Funk Charitable Foundation,644661.0,141981.0,283000.0,138455.0,,,238139.0,1,2,2019,2022,
116227659,Father Flanagan Boys Home 2,64082.0,51398.0,207271.0,138195.0,,,72318.0,1,2,2021,2020,
116325180,Tr U W Evelyn Pray B O United Methodist Church Of Hempstead,,15071.0,27542.0,59835.0,2013.0,,24779.0,2,1,2022,2023,0.0
116325181,Tr U W Evelyn Pray B O Methodist Home Of Brooklyn,,7776.0,14975.0,31494.0,1017.0,,13091.0,2,1,2022,2023,0.0
116325182,Tr U W Evelyn Pray B O Methodist Hospital Of Brooklyn,,12693.0,24141.0,51001.0,455.0,,21575.0,2,1,2022,2023,0.0
116325184,Tr U W Evelyn Pray B O Salvation Army,,8618.0,15630.0,33248.0,568.0,,13922.0,2,1,2022,2023,0.0
116325185,American Bible Society,,8823.0,16840.0,36038.0,1710.0,,14808.0,2,1,2022,2023,0.0
116327904,Hesse Tr Fbo Inc Village Of Garden City,3501.0,20608.0,4046.0,5420.0,,,8183.0,2,1,2020,2019,
131425760,United Electrical Radio & Machine Workers Of America,5164444.0,4805927.0,5085053.0,4221771.0,,,426993.0,1,2,2019,2022,
132643045,Agma Health Fund,7587444.0,7862398.0,8070955.0,11809609.0,,,1994525.0,3,0,2022,2019,
133041396,George Link Jr Foundation Inc,2025210.0,1584794.0,7139600.0,1329287.0,,,2761584.0,1,2,2021,2022,
133091601,American Society Of Biomechanics,153416.0,77173.0,158236.0,250231.0,,,70824.0,2,1,2022,2020,
133202047,S K Yee Foundation Inc,,632697.0,870438.0,4215906.0,34807.0,,1884706.0,2,1,2022,2023,0.0
133206669,The Mertz Charitable Trust,1424906.0,746347.0,180463.0,874255.0,-1647800.0,(-26.67+73.33j),1183364.0,1,3,2019,2023,
133318348,Early Music America Inc,343232.0,618737.0,462094.0,427362.0,,,115281.0,1,2,2020,2019,
133364852,Corning Glass Works Ltd Salaried Employees,740365.0,62245532.0,125838828.0,78781343.0,,,51684018.0,2,1,2021,2019,
133413809,Father Flanagan Boys Home 1 538486,50016.0,29143.0,136538.0,94149.0,,,47807.0,1,2,2021,2020,
133417413,Presbyterian Church Hopewell Trust 792877,6024.0,9989.0,22813.0,340.0,,,9542.0,2,1,2021,2022,
133419121,Allegheny Power System Benefit Fund,,0.0,0.0,,,,0.0,0,0,2020,2020,
133438873,Cong Church Of Manhasset,,55492.0,60567.0,222163.0,-33293.0,,106407.0,2,1,2022,2023,
133543303,Gerald T Sutliff Tr Uw,16754.0,15505.0,17240.0,58148.0,,,20837.0,2,1,2022,2020,
133619111,European Community Studies Association Inc,177285.0,50003.0,35824.0,192417.0,,,82384.0,1,2,2022,2021,
133653176,Community Service Society Of Ny No 3,27353.0,24678.0,25863.0,86407.0,,,30241.0,2,1,2022,2020,
133669246,Bella Spewack Tr Uw Article 5,,59865.0,68635.0,96980.0,85115.0,,16603.0,2,1,2022,2020,42.18
133728333,Arthur H Connor Charitable Tr,29971.0,52678.0,119604.0,3461.0,,,49702.0,2,1,2021,2022,
133751306,Granite State Electric Company Post Retirement Benefit Trust For The,2152433.0,1374518.0,2753492.0,3031075.0,,,733782.0,2,1,2022,2020,
133751314,Granite State Electric Company Post Retirement Benefit Trust For The,14206256.0,13476316.0,26221704.0,11579155.0,,,6659916.0,1,2,2021,2022,
133751316,Granite State Electric Company Postretirement Benefit Trust For,40736002.0,52760061.0,332837993.0,133623205.0,,,135020125.0,2,1,2021,2019,
133817903,Entergy Corp Companies Bargaining Employees Welfare Benefit Trust,17238041.0,16358004.0,30830883.0,9709799.0,,,8859916.0,1,2,2021,2022,
133817904,Entergy Corp Companies Non Bargaining Employees Welfare Benef,10055770.0,7945408.0,17696437.0,4854938.0,,,5472810.0,1,2,2021,2022,
133872638,New York Medical College Voluntary Employees Beneficiary Association,737971.0,746108.0,563233.0,414512.0,,,158309.0,1,2,2020,2022,
133913427,Keyspan Corporation Life Insurance Master Tr For Management Employees,99072.0,3773167.0,4173456.0,1639015.0,,,1906332.0,2,1,2021,2019,
133914183,Veba Trust For Union Employees Of Keyspan Corporation,34417779.0,48696989.0,310728868.0,111299046.0,,,127414815.0,2,1,2021,2019,
134009945,Veba Health Insurance Trust For Non Union Employees Of Keyspan,7215074.0,4706591.0,10526902.0,3044133.0,,,3256904.0,1,2,2021,2022,
134203614,Mascaro Family Foundation,2116297.0,134543.0,470453.0,340424.0,,,911135.0,1,2,2019,2020,
135596743,American Mcall Association Inc,87209.0,54024.0,204567.0,114795.0,,,64582.0,1,2,2021,2020,
136042829,Saint Elizabeths Memorial Chapel,32085.0,57647.0,124715.0,3708.0,,,51712.0,2,1,2021,2022,
136060248,Vera B David Estate Tr Uw,176672.0,126004.0,383091.0,201512.0,,,112012.0,1,2,2021,2020,
136060454,Hastings Foundation Tr,434253.0,796711.0,2848101.0,898401.0,,,1087556.0,2,1,2021,2019,
136060728,Miller School Of Albemarle Tr Uw 747714,95855.0,132017.0,216645.0,97849.0,,,56527.0,2,1,2021,2019,
136060934,Michael M Shoemaker Estate Trust Uw 832881,2186117.0,136022.0,1262744.0,-401463.0,,,1157550.0,1,2,2019,2022,
136062105,Mary Colgate Trust,4595.0,7614.0,15999.0,321.0,,,6625.0,2,1,2021,2022,
136062187,May Billington & George L Henderso N Scholarship Fund,6865.0,12481.0,27184.0,397.0,,,11424.0,2,1,2021,2022,
136062252,Trust Uw Rosalthea Judd,18156.0,15945.0,18148.0,59138.0,,,20887.0,2,1,2022,2020,
136062308,Trust W Frances M Wilson 211200,14318.0,29528.0,60726.0,-899.0,,,26321.0,2,1,2021,2022,
136063390,Noteman Memorial Fund Trust,911168.0,1075081.0,916600.0,611619.0,,,193553.0,1,2,2020,2022,
136064123,Jacob L Reiss Foundation,333883.0,-3640.0,709439.0,236321.0,,,296421.0,1,2,2021,2020,
136078241,William J Henderson Memorial Fund,14934.0,27255.0,58839.0,-1297.0,,,25449.0,2,1,2021,2022,
136078275,Columbia University Magonigle Fund,634215.0,355052.0,1847650.0,533733.0,,,679866.0,1,2,2021,2020,
136078494,Margaret Voorhies Haggin Memorial Trust,1210519.0,604288.0,4754115.0,1312417.0,,,1881993.0,1,2,2021,2020,
136078515,Evangelical Theological Seminary Nect,7476.0,4625.0,9076.0,10905.0,,,2662.0,2,1,2022,2020,
136078577,Anna H Huntington Trust 2 676560,,1303.0,870.0,240.0,856.0,,437.0,1,2,2020,2022,256.67
136078579,Archer M Huntington Trust No 7 676580,3120.0,2319.0,1757.0,1824.0,,,629.0,1,2,2019,2021,
136078580,Archer M Huntington Trust 8,2291.0,2152.0,1838.0,1903.0,,,212.0,1,2,2019,2021,
136078582,Archer M Huntington Tr 2 676620,127965.0,116823.0,340550.0,379148.0,,,138072.0,2,1,2022,2020,
136078583,Archer M Huntington Charitable Tr A,275058.0,180667.0,811093.0,396108.0,,,277933.0,1,2,2021,2020,
136078584,Archer M Huntington Charit Trust B,193123.0,160771.0,567705.0,279111.0,,,185211.0,1,2,2021,2020,
136078586,Archer M Huntington No 4 676660,1645.0,366.0,690.0,129.0,,,666.0,1,2,2019,2022,
136078588,Archer M Huntington Trust 6 Nect,1653.0,730.0,983.0,637.0,,,459.0,1,2,2019,2022,
136078589,Archer M Huntington Trust 9,2125.0,1087.0,1278.0,827.0,,,562.0,1,2,2019,2022,
136078590,Archer M Huntington Trust 10,1507.0,850.0,541.0,317.0,,,517.0,0,3,2019,2022,
136078591,Archer M Huntington Trust 11,1571.0,655.0,921.0,481.0,,,478.0,1,2,2019,2022,
136078592,Archer M Huntington Trust 12,1628.0,727.0,884.0,303.0,,,552.0,1,2,2019,2022,
136078615,Adrian H Jackson Charitable Trust Nect,430960.0,242105.0,836732.0,462442.0,,,248919.0,1,2,2021,2020,
136078616,Peter A H & Esther H Jackson Memorial Tr 683180,52475.0,92675.0,214264.0,4480.0,,,89753.0,2,1,2021,2022,
136078699,Kurzman Fund,12211.0,19688.0,43076.0,-36.0,,,18150.0,2,1,2021,2022,
136078706,Latham Foundation For Promotion Humane Education,83598.0,93297.0,359572.0,124853.0,,,130687.0,2,1,2021,2019,
136078791,Norumbega Fund,10448.0,3740.0,30213.0,18341.0,,,11376.0,1,2,2021,2020,
136079189,Poor Clare Monastery No 1 791500,102129.0,326819.0,185373.0,213001.0,,,92841.0,2,1,2020,2019,
136079334,J Clawson Mills Charitable Trust,323740.0,200365.0,846794.0,353185.0,,,284978.0,1,2,2021,2020,
136079388,Estate Of George P Wakefield Residuary Trust,,131944.0,316827.0,298859.0,295131.0,,86352.0,1,2,2021,2020,123.68
136079646,Hon Charles Tremain Memorial Trust Nect,77779.0,140500.0,303884.0,9222.0,,,126000.0,2,1,2021,2022,
136080076,Community Service Society Of Ny 2 459640,40349.0,41409.0,46948.0,134628.0,,,45954.0,3,0,2022,2019,
136080307,Brookgreen Gardens,5397.0,10146.0,21434.0,437.0,,,8976.0,2,1,2021,2022,
136080396,Church Of Reconciliation St Marks Church,1835.0,1116.0,2257.0,2746.0,,,691.0,2,1,2022,2020,
136080425,John B Colgan Charitable Trust 566640,41629.0,65272.0,154178.0,785.0,,,64863.0,2,1,2021,2022,
136080464,Episcopal Church Foundation Charity,67376.0,80044.0,257582.0,456.0,,,109843.0,2,1,2021,2022,
136080615,Charles J Dunlap Endowment Fund,35.0,8.0,1.0,18.0,,,15.0,1,2,2019,2021,
136080616,Charles J Dunlap Memorial Trust Fd,1210.0,747.0,1706.0,1798.0,,,486.0,2,1,2022,2020,
136080630,American Waldensian Aid Society No 1,6161.0,6842.0,5064.0,7530.0,,,1051.0,2,1,2022,2021,
136080631,American Waldensian Aid Society 2 A C 451150,92304.0,78331.0,81940.0,302253.0,,,109191.0,2,1,2022,2020,
136080688,Community Service Society Of Ny No 1,39645.0,32793.0,40484.0,119058.0,,,40854.0,2,1,2022,2020,
136080788,Emily Howland Chauncey Tr Fund,2165.0,2327.0,2100.0,7946.0,,,2876.0,2,1,2022,2021,
136080826,Bayard Cutting Arboretum Endowment Fund,846620.0,885771.0,1940943.0,938758.0,,,526635.0,2,1,2021,2019,
136081054,First Presbyterian Church Of Amenia N Y,14593.0,13790.0,14708.0,48677.0,,,17162.0,2,1,2022,2020,
136081300,St Thomas Episcopal Church Of Amenia Ny 489450,24211.0,20526.0,24466.0,74835.0,,,25946.0,2,1,2022,2020,
136081307,Seamons Church Institute Of New York,7789.0,6967.0,7738.0,26004.0,,,9261.0,2,1,2022,2020,
136081595,National Society For Prevention Of Blindness 482910,10627.0,10122.0,9718.0,36478.0,,,13166.0,1,2,2022,2021,
136081599,New York City Mission Society No 1,16404.0,2432.0,3115.0,9066.0,,,6491.0,2,1,2019,2020,
136081600,New York City Mission Society No 2,103855.0,15974.0,20574.0,57851.0,,,40763.0,2,1,2019,2020,
136081601,New York City Mission Society No 3 483250,1398206.0,199904.0,369565.0,386408.0,,,546322.0,2,1,2019,2020,
136081620,Philharmonic Symphony Soc M L Pope Fund 485750,115318.0,86936.0,116862.0,344676.0,,,119944.0,2,1,2022,2020,
136081724,The Lighthouse 767290,18128.0,16305.0,21300.0,59672.0,,,20651.0,2,1,2022,2020,
136093185,United States Steel Foundation Inc,349386.0,204304.0,220854.0,185751.0,,,74272.0,1,2,2019,2022,
136096739,Erik Thune Tr U D 68470 00 Mellon Bank De N A,463792.0,-218113.0,1725872.0,182889.0,,,839515.0,1,2,2021,2020,
136114412,Isabel K Benjamin Trust,11207.0,19169.0,45737.0,751.0,,,19222.0,2,1,2021,2022,
136127562,T/W Mary E Van Orden Par 8 Nect,349.0,227.0,457.0,487.0,,,118.0,2,1,2022,2020,
136136712,Trinitas Hospital Trust,5593.0,10226.0,23814.0,374.0,,,10049.0,2,1,2021,2022,
136136752,Huntington Hospital 676770,21546.0,36064.0,45072.0,19586.0,,,12146.0,2,1,2021,2022,
136136775,Leland Trust For Charitable Purposes,188296.0,116479.0,550439.0,215959.0,,,193038.0,1,2,2021,2020,
136136785,Middlebury College Jean T Fulton Mem Fd 746150,43931.0,75682.0,171309.0,3343.0,,,71572.0,2,1,2021,2022,
136136787,New Rochelle Hospital 1 766970,4155.0,7862.0,17459.0,493.0,,,7294.0,2,1,2021,2022,
136136788,New Rochelle Hospital 2,6685.0,13073.0,30042.0,802.0,,,12631.0,2,1,2021,2022,
136136789,New York University 767380,2278.0,4395.0,9726.0,152.0,,,4109.0,2,1,2021,2022,
136136800,St Johns In The Wilderness Trust,6470.0,5579.0,5886.0,21369.0,,,7704.0,2,1,2022,2020,
136136801,St Lukes Church East Hampton,14714.0,13738.0,14513.0,48020.0,,,16854.0,2,1,2022,2020,
136136802,Charles E Sampson Memorial Fund 819350,,23180.0,27325.0,89179.0,-12720.0,,42303.0,2,1,2022,2023,
136136805,Sheltering Arms Chldrns Serv E Gould Fd,21344.0,20448.0,21228.0,72779.0,,,25889.0,2,1,2022,2020,
136136824,Trinity Church Saugerties New York,6678.0,7949.0,5250.0,9373.0,,,1761.0,2,1,2022,2021,
136136838,Worlds Student Christian Federation Trust 894120,3048.0,4229.0,10362.0,956.0,,,4042.0,2,1,2021,2022,
136143215,State University Of New York Downstate Medical Center Tr Alu,156959.0,175837.0,250507.0,195965.0,174744.0,(2.72+0j),36120.0,2,2,2021,2019,11.33
136161381,Dean S Edmonds Foundation,112881.0,92714.0,401261.0,178051.0,,,141458.0,1,2,2021,2020,
136166211,Middlebury College John H Fulton Mem Foundation,31128.0,53432.0,122023.0,262.0,,,51696.0,2,1,2021,2022,
136186252,Thomas Leavitt Trust Uw Fbo 799500,1085.0,1431.0,3401.0,394.0,,,1290.0,2,1,2021,2022,
136188105,Agatha A Durland Trust Uw,67831.0,40831.0,141604.0,102144.0,,,43608.0,1,2,2021,2020,
136192599,Rhea H Adam Tr Fund,452179.0,281115.0,1272405.0,557032.0,,,436231.0,1,2,2021,2020,
136210809,Grace F Lamb Trust A,524460.0,383874.0,2172737.0,407725.0,,,869199.0,1,2,2021,2020,
136210810,Grace F Lamb Trust B,366118.0,292334.0,1936189.0,306131.0,,,807966.0,1,2,2021,2020,
136217840,Middlebury College Fulton Lecture Fund Nect,21383.0,39044.0,88615.0,1841.0,,,37176.0,2,1,2021,2022,
136263395,Elizabeth Hull Kate Warriner Award 473720,4138.0,5902.0,13768.0,751.0,,,5516.0,2,1,2021,2022,
136265759,C J Devine Charitable Trust,42264.0,27420.0,93612.0,72886.0,,,29823.0,1,2,2021,2020,
136271424,Trust U/Art Fourth B O/W/D Reuben B Crispell,,4820.0,5217.0,18370.0,-2525.0,,8695.0,2,1,2022,2023,
136274089,Gustavus Adolphus Lutheran Church 469680,17893.0,33523.0,73927.0,922.0,,,31221.0,2,1,2021,2022,
136294990,Frederick P & Eva I Dewitt Charitable Trust 461990,84458.0,82495.0,108570.0,259560.0,,,84693.0,2,1,2022,2020,
136331580,Herman T Hopper Trust Empire National Bank Trustee,982.0,995.0,3838.0,2456.0,,,1368.0,2,1,2021,2019,
136332693,New York Lung Association,31121.0,28556.0,38231.0,91579.0,,,29754.0,2,1,2022,2020,
136350175,Theresa And Edward Otoole Foundation,,-10801882.0,4095955.0,6980145.0,4076245.0,,8042886.0,2,1,2022,2020,
136360686,Trustees Masonic Hall And Asylum Fund,112304.0,53905.0,172399.0,121945.0,,,48589.0,1,2,2021,2020,
136362591,Girl Scouts Of Amer Suff Cnty Tr,80312.0,39619.0,89052.0,126060.0,,,35485.0,2,1,2022,2020,
136364397,Shriners Fd Crippled Children U W N,712145.0,371633.0,750189.0,771015.0,,,187995.0,2,1,2022,2020,
136364398,The Y M C A Of Long Island 49992,118631.0,76190.0,186085.0,196288.0,,,56999.0,2,1,2022,2020,
136370888,Boy Scouts Of America Suffolk County Tr,153157.0,75114.0,193016.0,217570.0,,,62334.0,2,1,2022,2020,
136370889,Brookhaven Memorial Hospital Trust 455900,278154.0,207342.0,283028.0,352707.0,,,59379.0,2,1,2022,2020,
136557352,Ceceila W Dykstra Test Tr Uw Fbo Maurice Branham & H Cushman Etal,33645.0,59982.0,139114.0,5081.0,,,57644.0,2,1,2021,2022,
136633814,John Ben Snow Memorial Tr,1612261.0,1145256.0,4417706.0,1949869.0,,,1461995.0,1,2,2021,2020,
136711457,Harriett Peck Tuw Charitable Trust,119087.0,128331.0,384357.0,262931.0,,,125683.0,2,1,2021,2019,
136724459,Sarah I Schiefflin Resid Tr,,553599.0,1307562.0,2052175.0,896132.0,,644960.0,2,1,2022,2020,61.87
136734265,Trust U/W Carl Otto Vonkienbusch A/B/O Philadelphia Museum Of Art,31948.0,25570.0,74238.0,45156.0,,,21605.0,1,2,2021,2020,
136740293,Valley Zoological Society Endowment Trust,57511.0,59433.0,141728.0,156914.0,,,52823.0,3,0,2022,2019,
136753033,Peggy N & Roger G Gerry Charitable Trust,1362205.0,1088885.0,3191833.0,1105017.0,,,1011016.0,1,2,2021,2020,
136772877,Edward R Tinker Charitable Tr Ua 1957,,231781.0,756362.0,999683.0,489328.0,,331934.0,2,1,2022,2020,111.12
136793285,Horsey Thomas C Fbo Charities Md Tr,,24415.0,14768.0,27242.0,31081.0,,6964.0,2,1,2023,2021,110.46
136831538,Joyce M Gilmore Tr Uw,,3072241.0,758411.0,3281120.0,-6927514.0,,4787538.0,1,2,2022,2023,
136838913,A Somers Gardner Trust Uw,49746.0,88586.0,193178.0,3520.0,,,80810.0,2,1,2021,2022,
136839054,Warc Nystate Assn Trust 877401,21713.0,26608.0,81040.0,-719.0,,,34690.0,2,1,2021,2022,
136840999,Dubose & Dorothy Heyward Memorial Fund,1141837.0,1218879.0,1885902.0,1051566.0,,,380433.0,2,1,2021,2022,
136882400,The J H Fulton J T Fulton And A H Fulton Memorial Fund For Educatnl,1039723.0,828810.0,2794323.0,1755671.0,,,886792.0,1,2,2021,2020,
136893488,Phyllis L Reed Trust,130386.0,116640.0,1676346.0,10829.0,,,796989.0,1,2,2021,2022,
136894463,Elizabeth E Lauer Tr Uw Fbo Civil Air Patrol,10907.0,20345.0,42780.0,1123.0,,,17816.0,2,1,2021,2022,
136935915,Eugene J & Gloria E Sullivan Schol Arship Fund,12980.0,291000.0,96390.0,-2104.0,,,134773.0,1,2,2020,2022,
136967594,Ronald W Duncan Tr Fbo Harvey School,40609.0,60769.0,91090.0,71733.0,,,21091.0,2,1,2021,2019,
136967609,Ferriday Fund Charitable Tr,,396779.0,812081.0,1075431.0,832768.0,,281632.0,2,1,2022,2020,109.88
136967610,J R Hyde Jr Scholarship Fund,1387980.0,623909.0,1885463.0,1149608.0,1185005.0,(-3.88+0j),455269.0,2,2,2021,2020,89.93
136967611,Emma C Williams Memorial Tr Fbo Cowneck Peninsula Hist Society,29389.0,17111.0,15878.0,63341.0,30847.0,(1.22+0j),19168.0,1,3,2022,2021,94.28
136968427,Kinney Memorial Foundation,697080.0,224540.0,750290.0,285133.0,,,272684.0,1,2,2021,2020,
136978266,Rosalind W Alcott Yeshiva Tr Ua,60909.0,61161.0,63291.0,190695.0,,,64463.0,3,0,2022,2019,
136988286,Pfizer Retiree Medical Plan,60558886.0,79980452.0,85415500.0,19702783.0,,,29784459.0,2,1,2021,2022,
136988456,Dr Joseph N Nathanson Ctr At Mcgill,,163124.0,83618.0,291041.0,203258.0,,86284.0,1,2,2022,2021,143.08
